,Area,Item,Year,Yield Value,average_rain_fall_mm_per_year,Pesticies Value,Avg_Temp
15504,Iraq,Maize,2000,7560,216,548.0,23.9
15505,Iraq,Maize,2000,7560,216,548.0,20.28
15506,Iraq,Potatoes,2000,140645,216,548.0,23.9
15507,Iraq,Potatoes,2000,140645,216,548.0,20.28
15508,Iraq,"Rice, paddy",2000,6000,216,548.0,23.9
15509,Iraq,"Rice, paddy",2000,6000,216,548.0,20.28
15510,Iraq,Sorghum,2000,3333,216,548.0,23.9
15511,Iraq,Sorghum,2000,3333,216,548.0,20.28
15512,Iraq,Soybeans,2000,10000,216,548.0,23.9
15513,Iraq,Soybeans,2000,10000,216,548.0,20.28
15514,Iraq,Wheat,2000,3200,216,548.0,23.9
15515,Iraq,Wheat,2000,3200,216,548.0,20.28
15516,Iraq,Maize,2001,23613,216,837.47,24.45
15517,Iraq,Maize,2001,23613,216,837.47,20.8
15518,Iraq,Potatoes,2001,163947,216,837.47,24.45
15519,Iraq,Potatoes,2001,163947,216,837.47,20.8
15520,Iraq,"Rice, paddy",2001,12800,216,837.47,24.45
15521,Iraq,"Rice, paddy",2001,12800,216,837.47,20.8
15522,Iraq,Sorghum,2001,3333,216,837.47,24.45
15523,Iraq,Sorghum,2001,3333,216,837.47,20.8
15524,Iraq,Soybeans,2001,12000,216,837.47,24.45
15525,Iraq,Soybeans,2001,12000,216,837.47,20.8
15526,Iraq,Wheat,2001,7405,216,837.47,24.45
15527,Iraq,Wheat,2001,7405,216,837.47,20.8
15528,Iraq,Maize,2002,24433,216,878.68,23.76
15529,Iraq,Maize,2002,24433,216,878.68,20.1
15530,Iraq,Potatoes,2002,170047,216,878.68,23.76
15531,Iraq,Potatoes,2002,170047,216,878.68,20.1
15532,Iraq,"Rice, paddy",2002,25000,216,878.68,23.76
15533,Iraq,"Rice, paddy",2002,25000,216,878.68,20.1
15534,Iraq,Sorghum,2002,3333,216,878.68,23.76
15535,Iraq,Sorghum,2002,3333,216,878.68,20.1
15536,Iraq,Soybeans,2002,10000,216,878.68,23.76
15537,Iraq,Soybeans,2002,10000,216,878.68,20.1
15538,Iraq,Wheat,2002,15703,216,878.68,23.76
15539,Iraq,Wheat,2002,15703,216,878.68,20.1
15540,Iraq,Maize,2004,22486,216,828.62,23.72
15541,Iraq,Maize,2004,22486,216,828.62,20.0
15542,Iraq,Potatoes,2004,162581,216,828.62,23.72
15543,Iraq,Potatoes,2004,162581,216,828.62,20.0
15544,Iraq,"Rice, paddy",2004,28409,216,828.62,23.72
15545,Iraq,"Rice, paddy",2004,28409,216,828.62,20.0
15546,Iraq,Sorghum,2004,10556,216,828.62,23.72
15547,Iraq,Sorghum,2004,10556,216,828.62,20.0
15548,Iraq,Soybeans,2004,10000,216,828.62,23.72
15549,Iraq,Soybeans,2004,10000,216,828.62,20.0
15550,Iraq,Wheat,2004,11898,216,828.62,23.72
15551,Iraq,Wheat,2004,11898,216,828.62,20.0
15552,Iraq,Maize,2005,23079,216,873.01,23.58
15553,Iraq,Maize,2005,23079,216,873.01,19.96
15554,Iraq,Potatoes,2005,158431,216,873.01,23.58
15555,Iraq,Potatoes,2005,158431,216,873.01,19.96
15556,Iraq,"Rice, paddy",2005,28879,216,873.01,23.58
15557,Iraq,"Rice, paddy",2005,28879,216,873.01,19.96
15558,Iraq,Sorghum,2005,9750,216,873.01,23.58
15559,Iraq,Sorghum,2005,9750,216,873.01,19.96
15560,Iraq,Soybeans,2005,9214,216,873.01,23.58
15561,Iraq,Soybeans,2005,9214,216,873.01,19.96
15562,Iraq,Wheat,2005,8738,216,873.01,23.58
15563,Iraq,Wheat,2005,8738,216,873.01,19.96
15564,Iraq,Maize,2006,24255,216,824.14,23.82
15565,Iraq,Maize,2006,24255,216,824.14,20.12
15566,Iraq,Potatoes,2006,176444,216,824.14,23.82
15567,Iraq,Potatoes,2006,176444,216,824.14,20.12
15568,Iraq,"Rice, paddy",2006,28867,216,824.14,23.82
15569,Iraq,"Rice, paddy",2006,28867,216,824.14,20.12
15570,Iraq,Sorghum,2006,10000,216,824.14,23.82
15571,Iraq,Sorghum,2006,10000,216,824.14,20.12
15572,Iraq,Soybeans,2006,9095,216,824.14,23.82
15573,Iraq,Soybeans,2006,9095,216,824.14,20.12
15574,Iraq,Wheat,2006,13783,216,824.14,23.82
15575,Iraq,Wheat,2006,13783,216,824.14,20.12
15576,Iraq,Maize,2007,24774,216,1062.61,23.92
15577,Iraq,Maize,2007,24774,216,1062.61,20.12
15578,Iraq,Potatoes,2007,179580,216,1062.61,23.92
15579,Iraq,Potatoes,2007,179580,216,1062.61,20.12
15580,Iraq,"Rice, paddy",2007,31630,216,1062.61,23.92
15581,Iraq,"Rice, paddy",2007,31630,216,1062.61,20.12
15582,Iraq,Sorghum,2007,9722,216,1062.61,23.92
15583,Iraq,Sorghum,2007,9722,216,1062.61,20.12
15584,Iraq,Soybeans,2007,9187,216,1062.61,23.92
15585,Iraq,Soybeans,2007,9187,216,1062.61,20.12
15586,Iraq,Wheat,2007,14031,216,1062.61,23.92
15587,Iraq,Wheat,2007,14031,216,1062.61,20.12
15588,Iraq,Maize,2008,23492,216,1245.94,24.09
15589,Iraq,Maize,2008,23492,216,1245.94,20.46
15590,Iraq,Potatoes,2008,105689,216,1245.94,24.09
15591,Iraq,Potatoes,2008,105689,216,1245.94,20.46
15592,Iraq,"Rice, paddy",2008,29281,216,1245.94,24.09
15593,Iraq,"Rice, paddy",2008,29281,216,1245.94,20.46
15594,Iraq,Sorghum,2008,9791,216,1245.94,24.09
15595,Iraq,Sorghum,2008,9791,216,1245.94,20.46
15596,Iraq,Soybeans,2008,9016,216,1245.94,24.09
15597,Iraq,Soybeans,2008,9016,216,1245.94,20.46
15598,Iraq,Wheat,2008,13678,216,1245.94,24.09
15599,Iraq,Wheat,2008,13678,216,1245.94,20.46
15600,Iraq,Maize,2009,20878,216,1429.27,23.87
15601,Iraq,Maize,2009,20878,216,1429.27,20.26
15602,Iraq,Potatoes,2009,113307,216,1429.27,23.87
15603,Iraq,Potatoes,2009,113307,216,1429.27,20.26
15604,Iraq,"Rice, paddy",2009,31511,216,1429.27,23.87
15605,Iraq,"Rice, paddy",2009,31511,216,1429.27,20.26
15606,Iraq,Sorghum,2009,14279,216,1429.27,23.87
15607,Iraq,Sorghum,2009,14279,216,1429.27,20.26
15608,Iraq,Soybeans,2009,8846,216,1429.27,23.87
15609,Iraq,Soybeans,2009,8846,216,1429.27,20.26
15610,Iraq,Wheat,2009,18756,216,1429.27,23.87
15611,Iraq,Wheat,2009,18756,216,1429.27,20.26
15612,Iraq,Maize,2010,23586,216,1612.61,25.49
15613,Iraq,Maize,2010,23586,216,1612.61,21.97
15614,Iraq,Potatoes,2010,157177,216,1612.61,25.49
15615,Iraq,Potatoes,2010,157177,216,1612.61,21.97
15616,Iraq,"Rice, paddy",2010,32482,216,1612.61,25.49
15617,Iraq,"Rice, paddy",2010,32482,216,1612.61,21.97
15618,Iraq,Sorghum,2010,29960,216,1612.61,25.49
15619,Iraq,Sorghum,2010,29960,216,1612.61,21.97
15620,Iraq,Soybeans,2010,8675,216,1612.61,25.49
15621,Iraq,Soybeans,2010,8675,216,1612.61,21.97
15622,Iraq,Wheat,2010,19872,216,1612.61,25.49
15623,Iraq,Wheat,2010,19872,216,1612.61,21.97
15624,Iraq,Maize,2011,26077,216,1795.94,23.44
15625,Iraq,Maize,2011,26077,216,1795.94,19.78
15626,Iraq,Potatoes,2011,137820,216,1795.94,23.44
15627,Iraq,Potatoes,2011,137820,216,1795.94,19.78
15628,Iraq,"Rice, paddy",2011,35762,216,1795.94,23.44
15629,Iraq,"Rice, paddy",2011,35762,216,1795.94,19.78
15630,Iraq,Sorghum,2011,31873,216,1795.94,23.44
15631,Iraq,Sorghum,2011,31873,216,1795.94,19.78
15632,Iraq,Soybeans,2011,8504,216,1795.94,23.44
15633,Iraq,Soybeans,2011,8504,216,1795.94,19.78
15634,Iraq,Wheat,2011,19552,216,1795.94,23.44
15635,Iraq,Wheat,2011,19552,216,1795.94,19.78
15636,Iraq,Maize,2012,33444,216,1979.27,24.34
15637,Iraq,Maize,2012,33444,216,1979.27,20.7
15638,Iraq,Potatoes,2012,134713,216,1979.27,24.34
15639,Iraq,Potatoes,2012,134713,216,1979.27,20.7
15640,Iraq,"Rice, paddy",2012,45468,216,1979.27,24.34
15641,Iraq,"Rice, paddy",2012,45468,216,1979.27,20.7
15642,Iraq,Sorghum,2012,7314,216,1979.27,24.34
15643,Iraq,Sorghum,2012,7314,216,1979.27,20.7
15644,Iraq,Soybeans,2012,8334,216,1979.27,24.34
15645,Iraq,Soybeans,2012,8334,216,1979.27,20.7
15646,Iraq,Wheat,2012,24181,216,1979.27,24.34
15647,Iraq,Wheat,2012,24181,216,1979.27,20.7
15648,Iraq,Maize,2013,42214,216,2162.6,25.14
15649,Iraq,Maize,2013,42214,216,2162.6,21.77
15650,Iraq,Potatoes,2013,170599,216,2162.6,25.14
15651,Iraq,Potatoes,2013,170599,216,2162.6,21.77
15652,Iraq,"Rice, paddy",2013,47162,216,2162.6,25.14
15653,Iraq,"Rice, paddy",2013,47162,216,2162.6,21.77
15654,Iraq,Sorghum,2013,19215,216,2162.6,25.14
15655,Iraq,Sorghum,2013,19215,216,2162.6,21.77
15656,Iraq,Soybeans,2013,8163,216,2162.6,25.14
15657,Iraq,Soybeans,2013,8163,216,2162.6,21.77
15658,Iraq,Wheat,2013,23068,216,2162.6,25.14
15659,Iraq,Wheat,2013,23068,216,2162.6,21.77
15660,Ireland,Potatoes,1990,248971,1118,2014.0,9.59
15661,Ireland,Wheat,1990,85307,1118,2014.0,9.59
15662,Ireland,Potatoes,1991,278537,1118,2014.0,9.07
15663,Ireland,Wheat,1991,78646,1118,2014.0,9.07
15664,Ireland,Potatoes,1992,288688,1118,2014.0,9.07
15665,Ireland,Wheat,1992,78808,1118,2014.0,9.07
15666,Ireland,Potatoes,1993,263426,1118,2014.0,8.85
15667,Ireland,Wheat,1993,68056,1118,2014.0,8.85
15668,Ireland,Potatoes,1994,300000,1118,2014.0,9.13
15669,Ireland,Wheat,1994,77193,1118,2014.0,9.13
15670,Ireland,Potatoes,1995,275893,1118,2152.0,9.75
15671,Ireland,Wheat,1995,82461,1118,2152.0,9.75
15672,Ireland,Potatoes,1996,301646,1118,1577.0,8.85
15673,Ireland,Wheat,1996,89965,1118,1577.0,8.85
15674,Ireland,Potatoes,1997,259341,1118,2201.0,9.95
15675,Ireland,Wheat,1997,77210,1118,2201.0,9.95
15676,Ireland,Potatoes,1998,260541,1118,2257.0,9.71
15677,Ireland,Wheat,1998,80310,1118,2257.0,9.71
15678,Ireland,Potatoes,1999,319429,1118,1930.0,9.75
15679,Ireland,Wheat,1999,87665,1118,1930.0,9.75
15680,Ireland,Potatoes,2000,336889,1118,1942.21,9.43
15681,Ireland,Wheat,2000,94538,1118,1942.21,9.43
15682,Ireland,Potatoes,2001,333986,1118,2333.67,9.27
15683,Ireland,Wheat,2001,90601,1118,2333.67,9.27
15684,Ireland,Potatoes,2002,336753,1118,2614.27,9.75
15685,Ireland,Wheat,2002,84440,1118,2614.27,9.75
15686,Ireland,Potatoes,2004,415188,1118,2978.49,9.77
15687,Ireland,Wheat,2004,99241,1118,2978.49,9.77
15688,Ireland,Potatoes,2005,346780,1118,2624.89,9.91
15689,Ireland,Wheat,2005,84317,1118,2624.89,9.91
15690,Ireland,Potatoes,2006,332957,1118,2766.64,10.0
15691,Ireland,Wheat,2006,91543,1118,2766.64,10.0
15692,Ireland,Potatoes,2007,341026,1118,3083.02,10.11
15693,Ireland,Wheat,2007,84626,1118,3083.02,10.11
15694,Ireland,Potatoes,2008,307946,1118,2790.17,9.42
15695,Ireland,Wheat,2008,89684,1118,2790.17,9.42
15696,Ireland,Potatoes,2009,275492,1118,2268.1,9.47
15697,Ireland,Wheat,2009,81669,1118,2268.1,9.47
15698,Ireland,Potatoes,2010,343934,1118,2529.2,8.38
15699,Ireland,Wheat,2010,86015,1118,2529.2,8.38
15700,Ireland,Potatoes,2011,342404,1118,3664.3,9.76
15701,Ireland,Wheat,2011,98641,1118,3664.3,9.76
15702,Ireland,Potatoes,2012,257778,1118,2925.1,9.28
15703,Ireland,Wheat,2012,72235,1118,2925.1,9.28
15704,Ireland,Potatoes,2013,383271,1118,2950.8,9.28
15705,Ireland,Wheat,2013,89983,1118,2950.8,9.28
15706,Italy,Maize,1990,76375,832,100596.4,7.97
15707,Italy,Maize,1990,76375,832,100596.4,12.83
15708,Italy,Potatoes,1990,191624,832,100596.4,7.97
15709,Italy,Potatoes,1990,191624,832,100596.4,12.83
15710,Italy,"Rice, paddy",1990,60278,832,100596.4,7.97
15711,Italy,"Rice, paddy",1990,60278,832,100596.4,12.83
15712,Italy,Sorghum,1990,48234,832,100596.4,7.97
15713,Italy,Sorghum,1990,48234,832,100596.4,12.83
15714,Italy,Soybeans,1990,33588,832,100596.4,7.97
15715,Italy,Soybeans,1990,33588,832,100596.4,12.83
15716,Italy,Sweet potatoes,1990,214829,832,100596.4,7.97
15717,Italy,Sweet potatoes,1990,214829,832,100596.4,12.83
15718,Italy,Wheat,1990,29243,832,100596.4,7.97
15719,Italy,Wheat,1990,29243,832,100596.4,12.83
15720,Italy,Maize,1991,72624,832,88916.6,7.28
15721,Italy,Maize,1991,72624,832,88916.6,12.05
15722,Italy,Potatoes,1991,200113,832,88916.6,7.28
15723,Italy,Potatoes,1991,200113,832,88916.6,12.05
15724,Italy,"Rice, paddy",1991,60274,832,88916.6,7.28
15725,Italy,"Rice, paddy",1991,60274,832,88916.6,12.05
15726,Italy,Sorghum,1991,55089,832,88916.6,7.28
15727,Italy,Sorghum,1991,55089,832,88916.6,12.05
15728,Italy,Soybeans,1991,36828,832,88916.6,7.28
15729,Italy,Soybeans,1991,36828,832,88916.6,12.05
15730,Italy,Sweet potatoes,1991,214905,832,88916.6,7.28
15731,Italy,Sweet potatoes,1991,214905,832,88916.6,12.05
15732,Italy,Wheat,1991,35094,832,88916.6,7.28
15733,Italy,Wheat,1991,35094,832,88916.6,12.05
15734,Italy,Maize,1992,86597,832,88227.6,7.76
15735,Italy,Maize,1992,86597,832,88227.6,12.89
15736,Italy,Potatoes,1992,226592,832,88227.6,7.76
15737,Italy,Potatoes,1992,226592,832,88227.6,12.89
15738,Italy,"Rice, paddy",1992,58758,832,88227.6,7.76
15739,Italy,"Rice, paddy",1992,58758,832,88227.6,12.89
15740,Italy,Sorghum,1992,59232,832,88227.6,7.76
15741,Italy,Sorghum,1992,59232,832,88227.6,12.89
15742,Italy,Soybeans,1992,31316,832,88227.6,7.76
15743,Italy,Soybeans,1992,31316,832,88227.6,12.89
15744,Italy,Sweet potatoes,1992,235174,832,88227.6,7.76
15745,Italy,Sweet potatoes,1992,235174,832,88227.6,12.89
15746,Italy,Wheat,1992,35506,832,88227.6,7.76
15747,Italy,Wheat,1992,35506,832,88227.6,12.89
15748,Italy,Maize,1993,86612,832,89282.2,7.43
15749,Italy,Maize,1993,86612,832,89282.2,12.71
15750,Italy,Potatoes,1993,224567,832,89282.2,7.43
15751,Italy,Potatoes,1993,224567,832,89282.2,12.71
15752,Italy,"Rice, paddy",1993,56317,832,89282.2,7.43
15753,Italy,"Rice, paddy",1993,56317,832,89282.2,12.71
15754,Italy,Sorghum,1993,59684,832,89282.2,7.43
15755,Italy,Sorghum,1993,59684,832,89282.2,12.71
15756,Italy,Soybeans,1993,31552,832,89282.2,7.43
15757,Italy,Soybeans,1993,31552,832,89282.2,12.71
15758,Italy,Sweet potatoes,1993,242578,832,89282.2,7.43
15759,Italy,Sweet potatoes,1993,242578,832,89282.2,12.71
15760,Italy,Wheat,1993,35533,832,89282.2,7.43
15761,Italy,Wheat,1993,35533,832,89282.2,12.71
15762,Italy,Maize,1994,82235,832,81217.6,8.39
15763,Italy,Maize,1994,82235,832,81217.6,13.53
15764,Italy,Potatoes,1994,233775,832,81217.6,8.39
15765,Italy,Potatoes,1994,233775,832,81217.6,13.53
15766,Italy,"Rice, paddy",1994,57661,832,81217.6,8.39
15767,Italy,"Rice, paddy",1994,57661,832,81217.6,13.53
15768,Italy,Sorghum,1994,59924,832,81217.6,8.39
15769,Italy,Sorghum,1994,59924,832,81217.6,13.53
15770,Italy,Soybeans,1994,33501,832,81217.6,8.39
15771,Italy,Soybeans,1994,33501,832,81217.6,13.53
15772,Italy,Sweet potatoes,1994,237708,832,81217.6,8.39
15773,Italy,Sweet potatoes,1994,237708,832,81217.6,13.53
15774,Italy,Wheat,1994,34796,832,81217.6,8.39
15775,Italy,Wheat,1994,34796,832,81217.6,13.53
15776,Italy,Maize,1995,89695,832,84153.0,7.43
15777,Italy,Maize,1995,89695,832,84153.0,12.47
15778,Italy,Potatoes,1995,232893,832,84153.0,7.43
15779,Italy,Potatoes,1995,232893,832,84153.0,12.47
15780,Italy,"Rice, paddy",1995,55206,832,84153.0,7.43
15781,Italy,"Rice, paddy",1995,55206,832,84153.0,12.47
15782,Italy,Sorghum,1995,62412,832,84153.0,7.43
15783,Italy,Sorghum,1995,62412,832,84153.0,12.47
15784,Italy,Soybeans,1995,37525,832,84153.0,7.43
15785,Italy,Soybeans,1995,37525,832,84153.0,12.47
15786,Italy,Sweet potatoes,1995,239079,832,84153.0,7.43
15787,Italy,Sweet potatoes,1995,239079,832,84153.0,12.47
15788,Italy,Wheat,1995,32013,832,84153.0,7.43
15789,Italy,Wheat,1995,32013,832,84153.0,12.47
15790,Italy,Maize,1996,93328,832,74617.2,7.06
15791,Italy,Maize,1996,93328,832,74617.2,12.28
15792,Italy,Potatoes,1996,224667,832,74617.2,7.06
15793,Italy,Potatoes,1996,224667,832,74617.2,12.28
15794,Italy,"Rice, paddy",1996,58122,832,74617.2,7.06
15795,Italy,"Rice, paddy",1996,58122,832,74617.2,12.28
15796,Italy,Sorghum,1996,58388,832,74617.2,7.06
15797,Italy,Sorghum,1996,58388,832,74617.2,12.28
15798,Italy,Soybeans,1996,36951,832,74617.2,7.06
15799,Italy,Soybeans,1996,36951,832,74617.2,12.28
15800,Italy,Sweet potatoes,1996,221667,832,74617.2,7.06
15801,Italy,Sweet potatoes,1996,221667,832,74617.2,12.28
15802,Italy,Wheat,1996,33170,832,74617.2,7.06
15803,Italy,Wheat,1996,33170,832,74617.2,12.28
15804,Italy,Maize,1997,96270,832,84799.0,8.18
15805,Italy,Maize,1997,96270,832,84799.0,13.13
15806,Italy,Potatoes,1997,222609,832,84799.0,8.18
15807,Italy,Potatoes,1997,222609,832,84799.0,13.13
15808,Italy,"Rice, paddy",1997,61950,832,84799.0,8.18
15809,Italy,"Rice, paddy",1997,61950,832,84799.0,13.13
15810,Italy,Sorghum,1997,57487,832,84799.0,8.18
15811,Italy,Sorghum,1997,57487,832,84799.0,13.13
15812,Italy,Soybeans,1997,38018,832,84799.0,8.18
15813,Italy,Soybeans,1997,38018,832,84799.0,13.13
15814,Italy,Sweet potatoes,1997,199328,832,84799.0,8.18
15815,Italy,Sweet potatoes,1997,199328,832,84799.0,13.13
15816,Italy,Wheat,1997,28563,832,84799.0,8.18
15817,Italy,Wheat,1997,28563,832,84799.0,13.13
15818,Italy,Maize,1998,93217,832,84117.0,7.77
15819,Italy,Maize,1998,93217,832,84117.0,12.96
15820,Italy,Potatoes,1998,243418,832,84117.0,7.77
15821,Italy,Potatoes,1998,243418,832,84117.0,12.96
15822,Italy,"Rice, paddy",1998,62573,832,84117.0,7.77
15823,Italy,"Rice, paddy",1998,62573,832,84117.0,12.96
15824,Italy,Sorghum,1998,55463,832,84117.0,7.77
15825,Italy,Sorghum,1998,55463,832,84117.0,12.96
15826,Italy,Soybeans,1998,35040,832,84117.0,7.77
15827,Italy,Soybeans,1998,35040,832,84117.0,12.96
15828,Italy,Sweet potatoes,1998,171429,832,84117.0,7.77
15829,Italy,Sweet potatoes,1998,171429,832,84117.0,12.96
15830,Italy,Wheat,1998,35818,832,84117.0,7.77
15831,Italy,Wheat,1998,35818,832,84117.0,12.96
15832,Italy,Maize,1999,97444,832,81583.0,7.64
15833,Italy,Maize,1999,97444,832,81583.0,12.95
15834,Italy,Potatoes,1999,241843,832,81583.0,7.64
15835,Italy,Potatoes,1999,241843,832,81583.0,12.95
15836,Italy,"Rice, paddy",1999,64635,832,81583.0,7.64
15837,Italy,"Rice, paddy",1999,64635,832,81583.0,12.95
15838,Italy,Sorghum,1999,64309,832,81583.0,7.64
15839,Italy,Sorghum,1999,64309,832,81583.0,12.95
15840,Italy,Soybeans,1999,35329,832,81583.0,7.64
15841,Italy,Soybeans,1999,35329,832,81583.0,12.95
15842,Italy,Sweet potatoes,1999,80243,832,81583.0,7.64
15843,Italy,Sweet potatoes,1999,80243,832,81583.0,12.95
15844,Italy,Wheat,1999,32434,832,81583.0,7.64
15845,Italy,Wheat,1999,32434,832,81583.0,12.95
15846,Italy,Maize,2000,95277,832,79447.0,8.13
15847,Italy,Maize,2000,95277,832,79447.0,13.42
15848,Italy,Potatoes,2000,250695,832,79447.0,8.13
15849,Italy,Potatoes,2000,250695,832,79447.0,13.42
15850,Italy,"Rice, paddy",2000,55810,832,79447.0,8.13
15851,Italy,"Rice, paddy",2000,55810,832,79447.0,13.42
15852,Italy,Sorghum,2000,63445,832,79447.0,8.13
15853,Italy,Sorghum,2000,63445,832,79447.0,13.42
15854,Italy,Soybeans,2000,35761,832,79447.0,8.13
15855,Italy,Soybeans,2000,35761,832,79447.0,13.42
15856,Italy,Sweet potatoes,2000,114353,832,79447.0,8.13
15857,Italy,Sweet potatoes,2000,114353,832,79447.0,13.42
15858,Italy,Wheat,2000,32133,832,79447.0,8.13
15859,Italy,Wheat,2000,32133,832,79447.0,13.42
15860,Italy,Maize,2001,95135,832,75978.0,7.83
15861,Italy,Maize,2001,95135,832,75978.0,13.23
15862,Italy,Potatoes,2001,250910,832,75978.0,7.83
15863,Italy,Potatoes,2001,250910,832,75978.0,13.23
15864,Italy,"Rice, paddy",2001,58494,832,75978.0,7.83
15865,Italy,"Rice, paddy",2001,58494,832,75978.0,13.23
15866,Italy,Sorghum,2001,62045,832,75978.0,7.83
15867,Italy,Sorghum,2001,62045,832,75978.0,13.23
15868,Italy,Soybeans,2001,38122,832,75978.0,7.83
15869,Italy,Soybeans,2001,38122,832,75978.0,13.23
15870,Italy,Sweet potatoes,2001,115008,832,75978.0,7.83
15871,Italy,Sweet potatoes,2001,115008,832,75978.0,13.23
15872,Italy,Wheat,2001,28013,832,75978.0,7.83
15873,Italy,Wheat,2001,28013,832,75978.0,13.23
15874,Italy,Maize,2002,94918,832,94211.0,8.15
15875,Italy,Maize,2002,94918,832,94211.0,13.14
15876,Italy,Potatoes,2002,240997,832,94211.0,8.15
15877,Italy,Potatoes,2002,240997,832,94211.0,13.14
15878,Italy,"Rice, paddy",2002,62700,832,94211.0,8.15
15879,Italy,"Rice, paddy",2002,62700,832,94211.0,13.14
15880,Italy,Sorghum,2002,63110,832,94211.0,8.15
15881,Italy,Sorghum,2002,63110,832,94211.0,13.14
15882,Italy,Soybeans,2002,38613,832,94211.0,8.15
15883,Italy,Soybeans,2002,38613,832,94211.0,13.14
15884,Italy,Sweet potatoes,2002,113661,832,94211.0,8.15
15885,Italy,Sweet potatoes,2002,113661,832,94211.0,13.14
15886,Italy,Wheat,2002,31247,832,94211.0,8.15
15887,Italy,Wheat,2002,31247,832,94211.0,13.14
15888,Italy,Maize,2004,94975,832,83810.0,7.74
15889,Italy,Maize,2004,94975,832,83810.0,12.75
15890,Italy,Potatoes,2004,251485,832,83810.0,7.74
15891,Italy,Potatoes,2004,251485,832,83810.0,12.75
15892,Italy,"Rice, paddy",2004,66317,832,83810.0,7.74
15893,Italy,"Rice, paddy",2004,66317,832,83810.0,12.75
15894,Italy,Sorghum,2004,62847,832,83810.0,7.74
15895,Italy,Sorghum,2004,62847,832,83810.0,12.75
15896,Italy,Soybeans,2004,34458,832,83810.0,7.74
15897,Italy,Soybeans,2004,34458,832,83810.0,12.75
15898,Italy,Sweet potatoes,2004,159900,832,83810.0,7.74
15899,Italy,Sweet potatoes,2004,159900,832,83810.0,12.75
15900,Italy,Wheat,2004,36698,832,83810.0,7.74
15901,Italy,Wheat,2004,36698,832,83810.0,12.75
15902,Italy,Maize,2005,93678,832,84647.0,7.33
15903,Italy,Maize,2005,93678,832,84647.0,12.16
15904,Italy,Potatoes,2005,250819,832,84647.0,7.33
15905,Italy,Potatoes,2005,250819,832,84647.0,12.16
15906,Italy,"Rice, paddy",2005,63074,832,84647.0,7.33
15907,Italy,"Rice, paddy",2005,63074,832,84647.0,12.16
15908,Italy,Sorghum,2005,58558,832,84647.0,7.33
15909,Italy,Sorghum,2005,58558,832,84647.0,12.16
15910,Italy,Soybeans,2005,36303,832,84647.0,7.33
15911,Italy,Soybeans,2005,36303,832,84647.0,12.16
15912,Italy,Sweet potatoes,2005,141516,832,84647.0,7.33
15913,Italy,Sweet potatoes,2005,141516,832,84647.0,12.16
15914,Italy,Wheat,2005,36352,832,84647.0,7.33
15915,Italy,Wheat,2005,36352,832,84647.0,12.16
15916,Italy,Maize,2006,87285,832,74349.0,8.15
15917,Italy,Maize,2006,87285,832,74349.0,12.87
15918,Italy,Potatoes,2006,246070,832,74349.0,8.15
15919,Italy,Potatoes,2006,246070,832,74349.0,12.87
15920,Italy,"Rice, paddy",2006,62772,832,74349.0,8.15
15921,Italy,"Rice, paddy",2006,62772,832,74349.0,12.87
15922,Italy,Sorghum,2006,57296,832,74349.0,8.15
15923,Italy,Sorghum,2006,57296,832,74349.0,12.87
15924,Italy,Soybeans,2006,30987,832,74349.0,8.15
15925,Italy,Soybeans,2006,30987,832,74349.0,12.87
15926,Italy,Sweet potatoes,2006,144453,832,74349.0,8.15
15927,Italy,Sweet potatoes,2006,144453,832,74349.0,12.87
15928,Italy,Wheat,2006,37295,832,74349.0,8.15
15929,Italy,Wheat,2006,37295,832,74349.0,12.87
15930,Italy,Maize,2007,93120,832,80454.0,8.4
15931,Italy,Maize,2007,93120,832,80454.0,13.32
15932,Italy,Potatoes,2007,256304,832,80454.0,8.4
15933,Italy,Potatoes,2007,256304,832,80454.0,13.32
15934,Italy,"Rice, paddy",2007,66240,832,80454.0,8.4
15935,Italy,"Rice, paddy",2007,66240,832,80454.0,13.32
15936,Italy,Sorghum,2007,56759,832,80454.0,8.4
15937,Italy,Sorghum,2007,56759,832,80454.0,13.32
15938,Italy,Soybeans,2007,31342,832,80454.0,8.4
15939,Italy,Soybeans,2007,31342,832,80454.0,13.32
15940,Italy,Sweet potatoes,2007,185605,832,80454.0,8.4
15941,Italy,Sweet potatoes,2007,185605,832,80454.0,13.32
15942,Italy,Wheat,2007,34137,832,80454.0,8.4
15943,Italy,Wheat,2007,34137,832,80454.0,13.32
15944,Italy,Maize,2008,95726,832,79643.0,7.91
15945,Italy,Maize,2008,95726,832,79643.0,13.01
15946,Italy,Potatoes,2008,227242,832,79643.0,7.91
15947,Italy,Potatoes,2008,227242,832,79643.0,13.01
15948,Italy,"Rice, paddy",2008,61949,832,79643.0,7.91
15949,Italy,"Rice, paddy",2008,61949,832,79643.0,13.01
15950,Italy,Sorghum,2008,57960,832,79643.0,7.91
15951,Italy,Sorghum,2008,57960,832,79643.0,13.01
15952,Italy,Soybeans,2008,32121,832,79643.0,7.91
15953,Italy,Soybeans,2008,32121,832,79643.0,13.01
15954,Italy,Sweet potatoes,2008,200936,832,79643.0,7.91
15955,Italy,Sweet potatoes,2008,200936,832,79643.0,13.01
15956,Italy,Wheat,2008,38689,832,79643.0,7.91
15957,Italy,Wheat,2008,38689,832,79643.0,13.01
15958,Italy,Maize,2009,86048,832,74172.0,8.11
15959,Italy,Maize,2009,86048,832,74172.0,13.28
